@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
0.870,3.835,9.876,n
0.095,0.303,4.336,p
5.579,0.133,0.405,n
7.491,0.935,8.366,n
6.925,3.817,9.696,n
0.448,0.375,6.995,p
0.507,0.144,1.436,p
0.220,0.270,4.555,p
9.762,2.369,0.499,n
0.355,9.605,0.578,n
1.835,5.780,9.351,n
1.517,7.397,6.672,p
0.795,0.067,9.483,p
0.815,0.111,1.357,p
8.864,3.955,3.071,n
0.180,0.347,3.448,p
2.349,4.245,3.535,n
7.952,5.600,6.911,n
0.207,0.036,9.656,p
5.387,5.566,8.569,n
3.894,6.301,8.495,n
4.660,6.640,7.615,n
4.331,4.664,5.773,n
0.051,0.878,8.233,p
0.005,0.083,8.559,p
0.380,0.076,2.857,n
1.114,9.035,7.114,n
0.545,0.158,7.756,p
6.379,7.676,4.623,n
5.341,4.316,9.658,n
0.044,0.146,6.488,p
0.051,0.504,2.165,n
0.512,1.305,3.012,n
4.160,6.762,1.937,n
3.230,0.936,1.223,p
0.026,0.652,2.622,p
0.266,0.613,9.477,p
7.561,0.724,3.524,n
4.412,4.008,8.317,n
0.066,0.414,2.890,p
0.488,0.309,8.377,p
0.318,1.979,0.167,n
1.861,9.484,8.902,n
0.291,0.097,8.982,p
4.305,0.986,4.754,n
7.075,8.532,2.267,n
0.085,0.020,0.642,p
4.131,8.180,9.622,n
4.744,0.872,5.867,n
0.631,0.190,7.695,p
0.502,0.144,9.793,p
0.367,0.565,6.851,p
0.668,0.194,4.563,p
0.236,0.187,5.101,p
2.885,5.321,8.108,n
0.591,0.200,4.493,p
2.443,8.959,0.336,n
0.047,0.076,6.044,p
6.021,7.083,2.222,n
1.815,6.683,8.488,n
2.898,2.611,5.546,n
0.058,0.399,5.524,p
6.751,7.876,7.206,n
0.014,1.639,6.218,n
0.071,0.618,3.198,n
0.501,0.211,3.807,p
0.610,0.076,2.448,p
0.118,0.516,2.569,p
0.054,0.669,3.732,p
0.283,0.716,5.879,p
7.758,0.003,9.868,n
0.707,5.123,1.860,n
0.215,0.176,6.664,p
0.062,0.544,7.424,p
5.093,6.268,8.744,n
0.558,0.402,1.705,p
6.403,8.119,7.277,n
4.720,1.785,3.216,n
8.260,2.728,9.479,n
0.018,0.164,6.107,p
6.764,3.247,9.691,n
0.604,0.135,8.054,p
0.504,0.271,3.309,p
5.604,2.589,9.409,n
0.701,0.036,6.004,p
0.893,0.096,2.606,p
3.666,4.156,4.687,n
0.249,0.730,7.033,p
9.733,9.803,7.862,n
1.264,1.855,3.654,n
2.017,7.494,3.702,n
4.473,9.744,2.274,n
4.319,7.247,1.977,n
0.257,0.414,8.902,p
3.998,9.069,7.500,n
0.488,0.342,3.045,p
0.349,0.217,9.520,n
3.183,0.911,7.914,n
0.538,0.407,2.341,p
0.448,0.089,8.095,p
0.558,0.064,2.364,p
1.216,7.631,3.672,n
0.324,0.108,6.165,p
0.111,0.380,6.643,p
0.594,0.071,0.062,p
4.006,6.388,7.798,n
6.657,1.350,7.534,n
8.810,7.014,3.866,n
0.074,0.624,8.889,p
0.196,0.245,0.444,p
0.359,0.175,2.256,p
0.139,0.603,0.332,p
0.139,0.442,1.427,p
0.014,0.309,6.464,p
7.584,0.907,9.871,n
1.938,5.187,3.132,n
4.798,2.750,2.636,n
1.911,6.546,8.671,n
0.313,0.290,3.233,n
2.899,5.827,0.463,n
0.447,0.505,2.287,p
9.142,5.331,9.267,n
0.145,0.043,4.186,p
0.064,0.384,2.659,p
0.586,0.284,8.398,p
0.145,0.681,8.778,p
0.448,0.113,2.445,p
5.653,1.142,3.422,n
8.146,3.255,8.841,n
9.445,9.512,8.987,n
0.119,0.871,8.555,p
1.973,9.056,5.791,n
0.230,0.182,1.157,p
0.525,0.265,0.217,p
8.698,4.012,2.171,n
4.512,6.727,9.757,n
7.168,5.612,1.905,n
0.067,0.206,6.063,p
0.304,0.112,4.072,p
9.943,3.922,5.300,n
0.581,0.254,8.055,p
0.161,0.220,8.915,p
4.983,7.154,0.527,n
2.688,2.369,5.468,n
4.078,2.588,5.509,n
0.515,0.210,0.315,p
5.012,7.507,0.447,n
0.296,8.381,9.141,p
0.408,0.039,3.261,p
0.206,0.709,6.755,p
0.500,0.199,3.087,p
0.247,0.118,2.904,p
0.190,0.003,2.702,n
0.374,0.590,1.502,n
0.220,0.450,5.807,p
8.161,0.654,1.095,n
0.067,0.606,5.599,p
8.380,2.316,8.192,n
0.503,0.058,1.101,p
6.339,6.751,5.494,n
9.614,3.429,4.208,n
0.265,0.623,1.811,p
5.896,6.533,7.199,p
1.115,2.750,0.412,n
0.036,0.344,3.712,n
0.542,0.235,6.878,p
1.498,7.003,2.389,n
0.679,8.427,1.155,n
1.291,3.572,1.000,n
1.131,7.944,0.472,n
0.619,0.077,3.405,p
0.189,0.143,9.324,p
0.352,0.143,6.751,n
0.758,0.071,9.993,p
0.043,0.361,6.947,p
9.456,3.173,3.716,n
0.854,0.039,1.607,p
6.765,4.747,1.998,n
0.760,0.200,8.463,p
0.052,0.025,0.997,p
1.058,3.187,0.746,n
0.086,0.892,9.847,p
0.241,0.693,0.606,p
0.354,0.311,2.151,p
2.844,9.704,6.061,n
3.287,0.194,5.041,n
0.196,0.121,2.632,p
0.247,0.143,7.336,p
0.436,0.563,0.329,p
0.379,0.409,2.460,p
0.365,0.350,4.019,p
0.361,0.216,3.306,p
0.375,0.574,0.868,p
0.637,0.038,4.245,p
0.402,0.555,7.875,p
9.249,8.326,7.567,n
0.096,0.534,4.626,p
9.735,7.907,9.222,n
1.633,0.289,8.913,n
3.394,0.430,2.316,n
4.279,4.075,6.749,n
2.539,9.636,3.637,n
0.216,0.692,0.936,p
0.702,8.506,1.611,n
0.240,0.681,4.247,p
5.622,5.560,6.662,n
1.674,6.741,7.498,p
0.593,0.218,0.269,p
1.457,4.229,6.410,n
5.614,4.668,6.980,n
0.074,0.614,1.330,p
1.538,6.105,7.661,n
1.916,2.745,0.343,n
3.892,1.826,1.561,n
8.730,8.233,7.033,p
0.514,0.242,8.017,p
6.277,9.945,9.625,p
0.055,0.011,8.226,n
5.178,0.846,6.318,n
2.397,0.315,0.388,n
0.258,0.364,4.954,p
3.623,5.906,0.612,n
0.424,0.505,6.361,p
1.873,3.446,1.430,p
0.170,8.510,1.720,n
0.665,0.255,0.168,p
0.828,5.065,7.551,n
0.860,0.057,7.276,p
1.633,9.361,4.641,n
9.722,8.878,6.175,p
0.211,0.240,0.737,p
3.102,0.141,0.821,n
5.897,0.088,2.200,n
0.136,0.453,5.630,p
4.046,4.028,3.588,n
0.506,0.306,1.741,p
0.271,0.033,7.581,n
9.263,9.272,9.572,n
3.329,6.746,8.926,n
9.447,1.308,5.049,n
2.517,8.472,3.297,n
0.742,0.247,2.037,p
0.064,0.029,8.620,p
5.187,6.805,9.056,n
4.888,7.161,5.059,n
0.251,0.302,4.979,p
0.287,0.253,7.938,p
8.973,6.936,8.245,n
0.659,0.337,2.547,p
0.457,0.197,8.508,p
5.762,6.827,6.081,n
8.160,9.826,2.806,n
3.772,8.499,1.205,p
3.405,1.583,5.713,n
9.257,9.926,3.874,n
4.042,9.120,2.990,n
0.577,0.344,7.656,p
0.332,0.142,0.378,p
2.100,4.575,5.753,n
0.890,0.105,6.639,p
8.670,0.285,1.136,n
0.468,0.280,3.440,p
2.234,6.497,6.677,n
0.623,0.109,4.659,n
5.926,3.014,1.779,p
2.840,1.482,3.938,n
8.589,2.030,8.450,n
7.027,3.269,9.871,n
9.301,0.007,7.348,p
0.378,0.745,5.466,n
6.379,8.221,0.204,n
0.120,0.840,8.012,p
0.431,0.154,9.770,p
0.180,0.740,0.405,p
0.931,0.004,2.279,p
0.033,0.272,3.315,p
0.093,0.319,1.797,p
0.606,9.783,3.297,n
0.404,0.414,6.814,p
6.487,5.830,3.190,n
0.415,0.434,7.006,p
6.704,4.179,7.288,n
8.057,8.860,5.074,n
0.045,0.969,4.732,n
3.427,5.534,1.212,n
0.515,0.185,3.953,p
0.658,0.121,3.553,p
2.637,6.001,5.027,n
6.186,0.411,6.512,n
0.865,0.014,5.918,p
2.020,1.151,3.329,n
0.019,0.251,6.361,p
9.358,7.046,5.421,n
0.430,5.112,5.460,n
0.247,0.215,2.122,p
8.695,7.729,0.829,n
0.163,0.125,3.789,p
0.601,0.317,8.847,p
0.316,0.338,0.565,p
8.919,1.536,0.131,n
3.482,2.893,3.227,n
8.558,4.668,5.220,n
0.154,0.416,6.163,p
0.356,0.299,6.747,n
0.412,0.442,0.915,p
0.325,0.096,1.035,p
6.092,7.830,9.971,p
6.742,0.202,4.959,n
0.074,0.766,3.040,p
2.441,1.720,4.260,n
6.664,5.815,9.853,n
2.048,0.340,0.520,n
8.878,4.254,5.496,n
0.864,0.055,9.745,p
0.006,0.253,2.919,p
8.675,3.780,7.331,n
0.169,0.185,0.003,p
8.508,1.644,8.706,n
8.177,4.319,8.854,p
2.980,5.580,3.023,n
2.971,9.152,0.003,n
0.378,0.317,8.306,p
7.786,6.897,4.795,n
9.810,0.801,0.574,n
0.237,8.520,8.165,n
0.110,0.320,6.702,p
0.812,0.031,3.256,p
0.244,0.236,8.201,p
0.114,0.109,2.030,p
0.733,0.142,9.341,p
0.066,0.327,1.201,n
0.598,0.351,9.872,p
0.137,0.580,4.806,p
2.673,4.237,7.737,p
6.142,5.469,9.363,n
0.429,0.324,5.717,p
9.172,2.064,2.616,n
5.712,0.645,6.587,n
6.586,4.414,4.278,n
4.078,0.632,7.339,n
0.615,0.289,1.703,p
0.628,0.117,4.496,p
0.413,0.086,1.471,p
0.918,0.060,6.518,p
0.573,0.085,4.455,p
0.529,0.098,3.899,n
0.363,0.390,2.298,p
0.363,0.207,3.821,p
0.289,0.144,4.694,p
3.627,5.872,1.102,n
2.374,0.208,9.884,n
0.046,0.677,2.975,p
6.367,0.391,3.921,n
0.323,0.262,6.022,p
8.023,3.937,0.123,n
2.123,0.230,4.006,n
0.763,0.144,4.400,p
3.827,0.169,6.271,n
7.510,0.539,2.226,n
0.820,4.758,7.208,n
0.676,0.293,9.338,p
1.846,8.471,2.211,n
0.030,0.514,0.696,p
0.027,0.511,9.858,p
0.590,0.391,8.988,p
0.586,0.195,6.987,p
0.728,0.130,8.020,p
0.221,2.525,9.285,n
4.830,9.610,1.700,p
0.421,0.290,5.417,n
0.810,0.117,6.715,p
0.406,0.499,6.828,p
0.057,0.481,7.713,p
4.331,0.724,9.299,n
1.953,7.306,3.617,n
2.750,5.665,6.477,n
0.120,0.225,3.724,p
0.420,0.466,4.718,p
9.528,1.525,7.150,p
3.448,6.242,7.619,n
4.796,9.089,4.381,n
3.716,5.729,4.546,n
4.422,1.856,2.885,n
0.000,0.952,5.368,p
0.376,0.304,7.856,p
0.458,0.004,8.637,p
0.708,0.152,4.508,p
9.703,3.897,0.139,p
0.106,0.263,6.029,n
3.909,0.946,8.608,n
0.224,0.415,1.224,p
0.011,0.038,2.582,n
0.444,0.354,0.541,p
1.117,2.796,1.156,n
0.225,0.565,9.192,p
8.705,9.112,5.119,n
0.488,0.239,4.776,p
0.487,0.016,2.559,p
0.978,0.003,8.008,p
5.543,3.920,1.284,n
0.170,0.093,3.190,p
0.411,0.023,8.645,p
3.622,1.287,4.923,n
0.237,0.101,3.165,p
0.518,0.281,1.338,p
5.899,5.173,6.267,p
0.291,0.114,0.103,p
7.204,0.929,7.607,n
3.708,6.722,0.096,n
6.244,6.418,4.088,n
0.286,0.484,1.598,p
0.510,0.378,5.909,p
7.806,6.120,0.392,n
4.153,8.040,0.009,n
0.610,0.272,5.696,p
0.191,0.547,5.248,p
8.827,3.940,0.797,n
0.020,0.193,6.455,p
0.048,0.165,6.402,p
0.171,0.078,2.039,p
3.253,4.501,4.741,n
3.178,2.258,2.381,n
8.074,2.679,4.494,n
7.027,3.670,0.361,n
0.264,6.896,4.175,n
7.761,3.564,8.038,n
0.378,0.303,1.913,n
0.069,0.522,8.191,p
3.259,9.043,7.992,n
0.229,0.028,7.478,p
4.572,3.078,1.346,n
7.143,9.556,1.871,n
0.253,9.769,2.209,n
4.531,9.804,2.857,n
0.370,0.150,2.142,p
0.073,0.046,7.334,p
0.044,0.427,2.765,p
0.643,0.148,9.432,p
0.568,0.296,2.298,p
8.564,2.839,8.060,n
0.190,0.295,2.783,p
6.700,4.033,4.097,n
0.199,0.063,4.739,p
0.298,0.625,4.946,p
4.046,2.414,4.622,n
2.507,8.628,6.904,n
5.166,8.499,1.249,n
0.426,0.302,1.015,p
0.250,0.307,8.317,n
0.632,0.351,1.480,p
0.017,0.624,1.851,p
0.137,0.649,9.875,p
0.303,0.681,0.886,p
0.310,0.625,2.847,p
3.637,0.670,7.812,n
0.546,4.318,6.919,n
0.089,0.353,1.654,n
0.096,6.329,2.080,p
0.098,0.387,8.218,p
4.911,8.683,2.131,n
0.387,0.164,4.029,p
3.299,2.439,5.093,n
0.167,0.001,9.172,p
9.920,1.492,0.181,p
0.180,0.385,1.976,p
0.535,0.425,0.557,p
2.365,4.506,1.744,n
0.769,0.127,5.654,p
7.847,0.474,1.569,n
5.204,0.297,7.349,n
7.756,5.412,7.958,n
6.612,4.307,8.459,n
0.253,0.205,6.202,p
0.371,0.282,2.032,p
2.818,2.684,8.943,p
8.333,1.280,5.890,n
0.748,0.134,9.750,p
9.221,6.654,4.980,n
0.928,0.837,2.423,n
8.889,6.642,6.801,p
0.557,0.237,8.139,p
0.263,0.489,1.702,p
5.430,7.728,1.243,n
0.082,0.211,5.624,p
2.493,6.353,8.628,n
4.705,0.695,4.749,n
0.181,0.580,1.611,p
0.111,2.862,5.979,n
0.460,0.328,8.340,p
1.425,1.970,6.757,n
0.155,0.347,4.664,p
9.214,7.199,7.687,p
0.582,0.227,0.107,n
0.782,0.030,1.802,p
2.095,4.812,6.982,n
0.368,0.623,2.323,p
0.620,0.296,9.904,p
1.713,5.237,0.842,n
1.271,8.016,3.754,n
1.021,4.445,6.815,n
9.758,0.358,4.975,n
0.331,0.223,8.107,p
5.289,9.110,2.556,n
2.932,6.934,8.296,n
5.272,2.052,8.422,n
0.028,0.750,5.686,p
0.771,0.204,9.601,p
0.166,0.294,1.515,p
0.707,0.198,6.583,p
0.078,0.700,8.959,p
0.160,0.337,8.045,p
2.876,5.906,9.606,n
0.107,0.128,2.807,n
0.654,9.233,2.902,n
0.376,0.542,1.225,p
0.340,0.325,5.937,p
6.149,9.256,6.066,n
4.514,2.828,0.421,n
1.719,3.859,2.159,n
2.222,7.260,1.805,p
0.562,4.786,4.528,n
7.457,3.915,5.582,p
4.642,7.299,8.566,n
0.437,5.230,1.968,n
0.650,0.052,9.405,p
6.435,0.298,5.303,n
0.269,0.398,9.515,p
7.049,6.701,9.848,p
4.774,0.667,5.792,n
0.368,0.526,6.482,p
7.437,1.944,2.468,n
0.291,0.271,3.898,p
7.672,0.057,9.635,n
4.942,4.277,1.795,p
0.395,0.427,6.290,p
5.416,6.820,7.383,n
2.382,2.511,9.367,n
0.291,0.612,1.819,p
0.084,0.134,6.456,p
4.168,6.970,8.451,n
2.168,1.415,4.171,n
0.535,4.393,6.394,n
0.275,0.020,3.599,p
4.271,3.820,3.781,n
2.591,3.662,6.079,n
0.504,0.397,6.169,p
0.036,0.003,9.365,p
0.308,0.165,8.416,p
6.138,2.654,5.362,n
0.461,0.149,1.555,n
9.893,5.429,4.328,n
1.680,1.165,3.953,n
3.962,6.292,6.024,n
0.237,0.366,7.560,p
4.242,5.471,5.991,n
0.648,0.165,7.764,p
0.194,0.274,2.259,p
0.604,0.295,6.604,p
5.570,9.265,9.639,n
5.805,2.671,5.318,n
7.613,5.595,8.627,n
2.973,2.582,2.110,n
0.224,0.570,2.594,p
0.577,0.072,6.163,p
8.944,6.728,0.888,n
0.216,0.156,7.167,p
0.105,0.515,3.149,p
0.398,0.333,1.817,p
8.122,1.908,1.641,n
0.294,0.253,3.040,p
7.995,0.494,8.720,p
0.011,0.706,4.535,p
0.245,0.413,4.116,n
0.370,0.398,5.769,n
0.091,0.601,6.460,p
4.566,1.016,0.376,n
8.777,7.964,3.300,p
8.211,3.963,2.833,n
3.795,3.966,8.052,n
3.501,6.700,6.935,p
0.211,0.648,6.866,p
0.482,0.497,5.769,p
5.396,5.757,1.641,n
0.615,0.062,9.078,n
0.641,0.033,8.421,p
0.506,0.301,6.000,p
6.481,0.214,9.114,n
1.593,9.574,7.482,n
5.220,7.414,1.117,n
0.211,0.425,6.009,p
0.699,0.109,4.157,p
9.730,1.687,2.029,n
0.116,0.780,4.331,p
4.123,9.082,4.181,n
0.627,0.255,2.282,p
4.011,7.852,7.458,n
7.052,2.043,9.129,n
1.453,7.728,5.396,n
0.175,0.560,5.747,p
3.766,1.387,9.583,n
2.674,7.650,7.634,n
4.906,0.251,4.956,n
0.229,0.462,5.906,n
0.499,0.031,3.592,p
0.345,0.412,3.136,p
8.174,0.142,4.646,n
0.871,0.108,2.404,p
0.390,0.021,0.840,p
9.897,2.566,9.884,n
0.174,0.146,0.156,p
1.079,2.984,8.483,n
5.136,2.541,8.992,n
0.284,0.523,2.762,p
0.449,0.096,0.798,p
0.505,0.483,8.134,p
0.494,0.304,7.621,p
5.717,5.531,7.842,n
0.080,0.623,7.834,p
0.213,8.913,9.951,n
4.527,8.151,6.144,n
0.576,0.340,6.577,p
0.421,4.080,9.442,n
0.132,0.862,4.509,p
0.733,0.031,3.473,p
0.240,0.174,7.447,p
0.165,0.654,7.109,p
0.832,9.503,0.467,n
7.302,4.712,7.076,p
0.668,0.285,5.179,p
0.645,0.258,2.542,p
0.052,0.629,7.347,p
